Zene, ljudi i ostalo;Description unavailable;https://www.imdb.com/title/tt0383841/;Comedy;8.6;8;1999-11-28;
Acting;Acting is a TV mini-series starring Michael Caine, Simon Callow, and Jonathan Miller. A series workshop's led by leading actors on the techniques of acting in Film, Opera, Shakespearean Comedy, Tragedy and Restoration Comedy.;https://www.imdb.com/title/tt0383855/;Documentary;7.6;24;1987-08-28;
Whicker's South Seas;Description unavailable;https://www.imdb.com/title/tt0383840/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Whicker's Orient;Description unavailable;https://www.imdb.com/title/tt0383839/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Voimala;Description unavailable;https://www.imdb.com/title/tt0383837/;Talk-Show;6.1;16;2003-01-18;
Tú eres mi destino;Description unavailable;https://www.imdb.com/title/tt0383836/;['Drama', 'Romance'];No Rating;Total Rating Count N/A;Unknown;
Tu eres un extraño;Description unavailable;https://www.imdb.com/title/tt0383835/;['Drama', 'Romance'];No Rating;Total Rating Count N/A;Unknown;
The Trip;The Trip is a TV series starring Steffen Haars, Flip Van der Kuil, and Rogier Cornelisse. Two teams have 21 days to travel across Western-Europe. One team starts in Gibraltar and has to end in the most northern point of Europe,...;https://www.imdb.com/title/tt0383834/;['Comedy', 'Reality-TV'];8.1;48;2003-08-22;
Tres vidas distintas;Description unavailable;https://www.imdb.com/title/tt0383833/;['Drama', 'Romance'];No Rating;Total Rating Count N/A;Unknown;
Tres caras de mujer;Description unavailable;https://www.imdb.com/title/tt0383832/;['Drama', 'Romance'];No Rating;Total Rating Count N/A;Unknown;
Das Traumschiff;Das Traumschiff is a TV series starring Heide Keller, Horst Naumann, and Siegfried Rauch. Every episode features a cruise to a different spectacular location aboard a German luxury liner. There are usually several story lines,...;https://www.imdb.com/title/tt0383831/;['Drama', 'Romance'];3.9;449;1981-11-22;
Las nuevas aventuras de Fredericco;Description unavailable;https://www.imdb.com/title/tt0383810/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Niño de papel;Description unavailable;https://www.imdb.com/title/tt0383809/;Adventure;No Rating;Total Rating Count N/A;Unknown;
Más vale prevenir;Description unavailable;https://www.imdb.com/title/tt0383808/;Genre Unknown;No Rating;Total Rating Count N/A;1979-05-05;
Musik aus Studio B;Musik aus Studio B is a TV series starring Chris Howland, Hamburger Fernsehballett, and Rex Gildo. Music from Studio B was a 45-minute show for German hit songs of the NDR in the first German television program.;https://www.imdb.com/title/tt0383807/;Music;9.2;28;1961-10-22;
The Mullet Man Show;Description unavailable;https://www.imdb.com/title/tt0383806/;Genre Unknown;8.5;19;2003-10-11;
La merienda;Description unavailable;https://www.imdb.com/title/tt0383805/;['Family', 'Game-Show'];No Rating;Total Rating Count N/A;1990-03-08;
Me kastelijat;Description unavailable;https://www.imdb.com/title/tt0383804/;Game-Show;5.9;8;1997-05-07;
McMillan & Wife;McMillan & Wife is a TV series starring Rock Hudson, John Schuck, and Susan Saint James. San Francisco Police Commissioner Stewart "Mac" McMillan and his amateur detective wife keep their marriage unpredictable while solving the...;https://www.imdb.com/title/tt0383803/;['Crime', 'Drama', 'Mystery', 'Thriller'];7.1;2126;1971-09-17;
Marcon kanssa kahden;Description unavailable;https://www.imdb.com/title/tt0383802/;Genre Unknown;No Rating;Total Rating Count N/A;2000-06-09;
Lyudi i teni. Film vtoroy: 'Opticheskiy obman';Description unavailable;https://www.imdb.com/title/tt0383801/;Genre Unknown;2.9;9;2003-05-13;
W.I.T.C.H.;W.I.T.C.H. is a TV series starring Kelly Stables, Candi Milo, and Liza Del Mundo. Five teenage girls learn that they have been chosen to guard the walls between parallel universes. For this purpose, they have been given the powers...;https://www.imdb.com/title/tt0383718/;['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi', 'Thriller'];7.2;3186;2005-01-15;
Gintberg Show Off;Description unavailable;https://www.imdb.com/title/tt0383780/;Comedy;6.8;39;2000-09-01;
Gintberg - var det det?;Gintberg - var det det? is a TV series starring Jan Gintberg, Carsten Bang, and Omar Marzouk. Jan Gintberg's second satirical talkshow featuring studio guests and taped comedy.;https://www.imdb.com/title/tt0383779/;['Comedy', 'Talk-Show'];5.5;19;2003-10-24;
Gintberg - men nok om mig;Gintberg - men nok om mig is a TV series starring Jan Gintberg, Carsten Bang, and Omar Marzouk. Satirical talkshow featuring studio guests, taped comedy and the wits and charms of Jan Gintberg.;https://www.imdb.com/title/tt0383778/;['Comedy', 'Talk-Show'];6.0;22;2003-02-21;
Gardeners' Diary;Description unavailable;https://www.imdb.com/title/tt0383777/;Genre Unknown;No Rating;Total Rating Count N/A;1993-09-07;
Förnimmelse av mord;Förnimmelse av mord is a TV series starring Pontus Gårdinger, Terry Evans, and Jörgen Gustavsson. "The Perception of Murder" - Swedish unsolved crimes. Five of Sweden's most competent mediums tune in and research murder-cases up to...;https://www.imdb.com/title/tt0383776/;Documentary;7.0;9;2003-03-16;
Federrrico;Description unavailable;https://www.imdb.com/title/tt0383775/;Comedy;4.6;18;Unknown;
Fredag i farver;Description unavailable;https://www.imdb.com/title/tt0383774/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Formula 1;Description unavailable;https://www.imdb.com/title/tt0383773/;['Comedy', 'Musical'];6.8;13;1984-11-23;
The Gulf Playhouse;The Gulf Playhouse is a TV series starring Mildred Dunnock, James Westerfield, and Eddie Bracken. This live show was seen through the "eye" of the camera. The actors in each episode would talk to the camera as if it were a person.;https://www.imdb.com/title/tt0383772/;Drama;3.9;23;1952-10-03;
Favoritter;Description unavailable;https://www.imdb.com/title/tt0383771/;Genre Unknown;No Rating;Total Rating Count N/A;2001-10-08;
Celebrities Under Pressure;Celebrities Under Pressure is a TV series starring Melanie Sykes, Martin L. Evans, and Vernon Kay. Series in which a celebrity has to complete a tough challenge in order to win prizes for a family in whose house they have spent a...;https://www.imdb.com/title/tt0383750/;['Family', 'Game-Show'];No Rating;Total Rating Count N/A;2003-09-13;
Cash & Carlo;Cash & Carlo is a TV series starring Carlo Boszhard, Duha Asker, and Raymond Bevelander. In this Dutch version of The Price Is Right, Carlo Boszhard tries to create an authentic gameshow like in the old days, taking people from the...;https://www.imdb.com/title/tt0383749/;['Animation', 'Comedy', 'Family'];3.0;13;Unknown;
The Brian Conley Show;Description unavailable;https://www.imdb.com/title/tt0383748/;['Comedy', 'Family', 'Music', 'Talk-Show'];7.0;11;2000-03-18;
Boiling Points;Boiling Points is a TV series starring Mike Nelson, Shon Blotzer, and Craig Keene. A hidden-camera reality television program in which a person is awarded one hundred dollars if they don't leave or get overly upset within a...;https://www.imdb.com/title/tt0383747/;['Game-Show', 'Reality-TV'];7.0;194;2003-11-10;
Biker-Jens i Østen;Description unavailable;https://www.imdb.com/title/tt0383746/;Documentary;5.8;6;Unknown;
Coast to Coast USA: Biker-Jens;Description unavailable;https://www.imdb.com/title/tt0383745/;Documentary;6.8;12;Unknown;
Biker-Jens Down Under;Biker-Jens Down Under is a TV series starring Paul Hogan and Jens Romundstad. 16 episodes of travel documentary. Biker-Jens continues his adventures, this time riding his Harley Davidson down the dirt roads of the enormous continent...;https://www.imdb.com/title/tt0383744/;Documentary;7.6;7;Unknown;
Big Brother VIP - Talkshowet;Big Brother VIP - Talkshowet is a TV series starring Lisbeth Janniche, Thomas Bickham, and Kira Eggers. Talkshow in which Lisbeth Janniche interviews the participants who have just been voted out of "Big Brother VIP" (2003).;https://www.imdb.com/title/tt0383743/;['Reality-TV', 'Talk-Show'];1.8;6;2003-04-03;
Behind the Scenes;Description unavailable;https://www.imdb.com/title/tt0383742/;Documentary;6.1;8;Unknown;
Auction Man;Description unavailable;https://www.imdb.com/title/tt0383741/;Documentary;No Rating;Total Rating Count N/A;2003-09-24;
Ibbeltje;Description unavailable;https://www.imdb.com/title/tt0383789/;['Comedy', 'Family'];6.7;19;2004-02-23;
I Love the '80s Strikes Back;Description unavailable;https://www.imdb.com/title/tt0383788/;['Documentary', 'Comedy'];8.3;717;2003-10-20;
Hoy es posible;Description unavailable;https://www.imdb.com/title/tt0383787/;Genre Unknown;No Rating;Total Rating Count N/A;1997-01-28;
Horizontes;Description unavailable;https://www.imdb.com/title/tt0383786/;Genre Unknown;No Rating;Total Rating Count N/A;1977-10-02;
Hjerteflimmer;Hjerteflimmer is a TV series starring Ulla Henningsen, Jannie Faurschou, and Ditte Gråbøl. Claire (Ulla Henningsen) is a busy lawyer and mother of three - her decision to stay home for a while creates chaos in the family. Sara...;https://www.imdb.com/title/tt0383785/;Genre Unknown;6.2;9;1998-01-07;
Hitler et Staline: l'alliance dangereuse;Description unavailable;https://www.imdb.com/title/tt0383784/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Die Graslöwen;Description unavailable;https://www.imdb.com/title/tt0383783/;Adventure;No Rating;Total Rating Count N/A;2002-12-19;
Grande ourse;Grande ourse is a TV series starring Marc Messier, Normand Daneau, and Fanny Mallette. Journaliste vedette de l'information télévisée, Louis-Bernard Lapointe a vu sa brillante carrière péricliter à cause de son penchant pour la dive...;https://www.imdb.com/title/tt0383782/;['Fantasy', 'Mystery', 'Sci-Fi'];8.8;117;2006-05-03;
Der goldene Schuß;Der goldene Schuß is a TV series starring Max Greger, Vico Torriani, and Alexandra Marischka. The golden shot was a 90-minute popular game show of ZDF.;https://www.imdb.com/title/tt0383781/;['Game-Show', 'Music'];8.9;36;1964-11-26;
L'auberge du chien noir;L'auberge du chien noir is a TV series starring Josée Deschênes, François L'Écuyer, and Catherine De Seve. À sa mort, Georges Trudeau déshérite son fils aîné Philippe pour léguer son auberge bien-aimée à - son chien Caboose. Le...;https://www.imdb.com/title/tt0383740/;Drama;5.9;58;2003-01-06;
Anything Goes;Description unavailable;https://www.imdb.com/title/tt0383739/;Comedy;No Rating;Total Rating Count N/A;Unknown;
America's Best Places to Find Cash & Treasures;Description unavailable;https://www.imdb.com/title/tt0383738/;Genre Unknown;8.0;5;Unknown;
Alpha Scorpio;Alpha Scorpio is a TV mini-series starring Peter Hepworth, Kevin Wilson, and Terry Gill. Two university students discover that their friend Mirny is a member of a group of aliens who have recently landed on Earth.;https://www.imdb.com/title/tt0383737/;['Adventure', 'Drama', 'Family', 'Mystery', 'Sci-Fi', 'Thriller'];6.7;9;1974-06-21;
Alle meine Tiere;Description unavailable;https://www.imdb.com/title/tt0383736/;Genre Unknown;8.5;37;1962-10-26;
8 Simple Rules... for Dating My Teenage Daughter;8 Simple Rules... for Dating My Teenage Daughter is a TV series starring Katey Sagal, Kaley Cuoco, and Amy Davidson. The Hennessy clan -- mother Cate, daughters Bridget and Kerry, and son Rory -- look to one another for guidance and...;https://www.imdb.com/title/tt0383735/;['Comedy', 'Drama'];7.0;24098;2002-09-17;
Crossroads Café;Crossroads Café is a TV series starring David Ackert, Cynthia Burr, and Alan Charof. Every day at a simple cafe, people from different parts of the world work, eat, meet and learn....;https://www.imdb.com/title/tt0383760/;Drama;7.7;26;Unknown;
Creepschool;Creepschool is a TV series starring Claes Månsson, Alexandra Vester, and Eva Röse. Welcome to the school where your fears and nightmares become a hilariously creepy reality! Ghouls in the classroom! Elsa, Josh and the other kids...;https://www.imdb.com/title/tt0383759/;['Animation', 'Fantasy', 'Horror'];7.2;148;2004-03-13;
Country Cool;Country Cool is a TV series starring John Daly, Christine Lampard, and Hal Ketchum. Ireland-wide search for fresh, young talent with a chance of making it big in contemporary country with an ultimate prize of a recording contract...;https://www.imdb.com/title/tt0383758/;Music;No Rating;Total Rating Count N/A;2003-09-05;
Coronation Street: Secrets;Coronation Street: Secrets is a TV series starring Tony Wilson, Tina Baker, and Kieran Roberts. A behind the scene look at the most provocative scenes from the show, including scandals, births, marriages and death.;https://www.imdb.com/title/tt0383757/;Documentary;5.8;12;2003-09-12;
Como la vida;Description unavailable;https://www.imdb.com/title/tt0383756/;Genre Unknown;No Rating;Total Rating Count N/A;1999-10-21;
Club Disney;Description unavailable;https://www.imdb.com/title/tt0383755/;['Action', 'Adventure', 'Family', 'Fantasy'];6.5;27;1989-10-06;
Cita con la vida;Description unavailable;https://www.imdb.com/title/tt0383754/;['Reality-TV', 'Talk-Show'];3.0;7;1993-10-05;
Circle of Honor;Description unavailable;https://www.imdb.com/title/tt0383753/;Documentary;No Rating;Total Rating Count N/A;2002-12-30;
Christi Sánchez tiene un show;Christi Sánchez tiene un show is a TV series starring Christine Page, Frank Falcon, and Carlucho Cordova. When television legend "Lucha Santiesteban" turned 50, her husband of 25 years left her for a younger woman, menopause...;https://www.imdb.com/title/tt0383752/;Comedy;No Rating;Total Rating Count N/A;2003-10-05;
Centre Stage Chronicles;Description unavailable;https://www.imdb.com/title/tt0383751/;Documentary;No Rating;Total Rating Count N/A;2000-01-01;
Faux et usage de faux;Description unavailable;https://www.imdb.com/title/tt0383770/;Mystery;No Rating;Total Rating Count N/A;1976-10-10;
Espejo público;Description unavailable;https://www.imdb.com/title/tt0383769/;News;4.3;27;1996-10-22;
Er du skidt, skat?;Description unavailable;https://www.imdb.com/title/tt0383768/;Comedy;4.8;9;2003-10-24;
En tránsito;Description unavailable;https://www.imdb.com/title/tt0383767/;Genre Unknown;No Rating;Total Rating Count N/A;2001-08-19;
Empires: Egypt's Golden Empire;Empires: Egypt's Golden Empire is a TV mini-series starring Glynis Brooks, Keith David, and Nicole Douek. EGYPT'S GOLDEN EMPIRE comes to life through letters and records evoking the passion and riches of a time when Egypt was the...;https://www.imdb.com/title/tt0383766/;['Documentary', 'History'];7.4;149;2001-11-04;
Dossier: disparus;Description unavailable;https://www.imdb.com/title/tt0383765/;Genre Unknown;No Rating;Total Rating Count N/A;1998-04-03;
DePulpShow;Description unavailable;https://www.imdb.com/title/tt0383764/;['Animation', 'Short', 'Action', 'Comedy'];8.0;48;2002-09-01;
De tú a tú;Description unavailable;https://www.imdb.com/title/tt0383763/;Genre Unknown;No Rating;Total Rating Count N/A;1990-06-02;
Daam;Description unavailable;https://www.imdb.com/title/tt0383762/;Action;5.3;21;1995-03-01;
Curb Appeal;Curb Appeal is a TV series starring Dan Schachner, Bill Duggan, and Sasha Andreev. What's Christmas without some Curb Appeal! As homeowners around the country once again drag out their wreaths, reindeer, and rows of lights to...;https://www.imdb.com/title/tt0383761/;Reality-TV;6.2;41;Unknown;
De klop op de deur;Description unavailable;https://www.imdb.com/title/tt0383799/;Drama;No Rating;Total Rating Count N/A;1970-09-29;
Klaverweide;Description unavailable;https://www.imdb.com/title/tt0383798/;Drama;No Rating;Total Rating Count N/A;1975-10-30;
Kiko Botones;Description unavailable;https://www.imdb.com/title/tt0383797/;Comedy;3.4;12;Unknown;
Kaken pesula;Description unavailable;https://www.imdb.com/title/tt0383796/;Talk-Show;5.5;10;Unknown;
The Joy of Painting;The Joy of Painting is a TV series starring Bob Ross, Steve Ross, and Dana Jester. In this half-hour program, artist Bob Ross paints on canvas a beautiful oil painting.;https://www.imdb.com/title/tt0383795/;['Documentary', 'Family'];9.4;4600;1983-01-11;
Jacob Two-Two;Jacob Two-Two is a TV series starring Laila Lockhart Kraner, Tyler James Nathan, and Carlos Alazraqui. The adventures of a precocious young boy in Montreal who has a habit of repeating himself.;https://www.imdb.com/title/tt0383794/;['Animation', 'Family', 'Fantasy'];6.9;602;2003-04-04;
Italianissimo;Italianissimo is a TV series starring Anna Mazzotti, Alberto Janelli, and Dottor Nanni. Series teaching Italian for beginners.;https://www.imdb.com/title/tt0383793/;Genre Unknown;6.8;5;Unknown;
Informativos Telecinco;Description unavailable;https://www.imdb.com/title/tt0383792/;News;5.5;17;1990-04-01;
100 års indvandring;100 års indvandring is a TV series starring Dijana Bagelund, Lui Beilin, and Julius Cieslak. Documentary series about refugees coming to Denmark.;https://www.imdb.com/title/tt0383791/;Documentary;No Rating;Total Rating Count N/A;2003-03-23;
L'affaire Dominici;Description unavailable;https://www.imdb.com/title/tt0383175/;['Biography', 'Crime', 'Drama', 'Thriller'];7.2;140;2003-10-13;
Hugh and I Spy;Hugh and I Spy is a TV series starring Hugh Lloyd, Terry Scott, and Rex Garner. Sequel to sitcom Hugh And I, Terry Scott and Hugh Lloyd appear as two rather clueless friends who unwittingly become involved in espionage and...;https://www.imdb.com/title/tt0383110/;['Comedy', 'Drama'];No Rating;Total Rating Count N/A;1968-01-22;
Hollywood Hunt Club;Description unavailable;https://www.imdb.com/title/tt0383109/;Documentary;No Rating;Total Rating Count N/A;2003-10-13;
Hogar, dulce hogar;Description unavailable;https://www.imdb.com/title/tt0383108/;Comedy;6.1;9;1974-09-05;
Harakanpesä;Description unavailable;https://www.imdb.com/title/tt0383107/;['Comedy', 'Talk-Show'];3.5;11;2003-10-10;
Guerra de los sexos;Guerra de los sexos is a TV series starring Viviana Gibelli, Daniel Sarcos, and Ricardo Peña. Two teams composed of 3 men and 3 women, all of them famous actors, comedians, singers, characters or models face in different games to...;https://www.imdb.com/title/tt0383106/;['Action', 'Adventure', 'Family', 'Game-Show'];6.3;15;2000-09-02;
Fuldt hus;Description unavailable;https://www.imdb.com/title/tt0383105/;Game-Show;No Rating;Total Rating Count N/A;Unknown;
Från Bosnien;Från Bosnien is a TV mini-series starring Kent Knutsson. The CIA are trying to get back a lost videotape hidden in Sweden, Östersund.;https://www.imdb.com/title/tt0383104/;Thriller;No Rating;Total Rating Count N/A;Unknown;
The Football Years;Description unavailable;https://www.imdb.com/title/tt0383103/;['Documentary', 'Sport'];7.7;10;2002-10-17;
Fling;Fling is a TV series starring Judy Toma, Brooke Langton, and Josh Hopkins. Can giving primary school children jobs in worlds that they never knew existed change how they see their futures?;https://www.imdb.com/title/tt0383102/;Drama;4.2;6;Unknown;
First Resort;Description unavailable;https://www.imdb.com/title/tt0383101/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Lista gamou;Lista gamou is a TV series starring Giannis Bezos, Hristos Valavanidis, and Mimis Hrysomallis. An iconic marriage is the idea of 5 middle-aged friends for home improving the place they spend the most of their time. The wedding gifts...;https://www.imdb.com/title/tt0383120/;Comedy;7.7;56;2003-10-02;
Life & Cooking;Life & Cooking is a TV series starring Carlo Boszhard, Irene Moors, and Vincent van Essen. Sunday afternoon lifestyle programme i.e. Celebrity interviews, live music, cookery, film reviews, etc.;https://www.imdb.com/title/tt0383119/;Family;5.3;55;2000-09-01;
Leni;Leni is a TV series starring Katia Dandoulaki, Yorgo Voyagis, and Dimitra Doumeni. Helen has been married to Peter for several years but they have no children. One day, Helen finds a little girl hidden in her car and she decides to...;https://www.imdb.com/title/tt0383118/;Drama;5.7;77;2003-09-23;
Knald eller fald;Description unavailable;https://www.imdb.com/title/tt0383117/;['Game-Show', 'Romance'];No Rating;Total Rating Count N/A;Unknown;
Kala na patheis;Description unavailable;https://www.imdb.com/title/tt0383116/;['Comedy', 'Romance'];No Rating;Total Rating Count N/A;Unknown;
Jamais Te Esquecerei;Description unavailable;https://www.imdb.com/title/tt0383115/;['Drama', 'Romance'];4.5;6;2003-04-14;
Informativo juvenil;Description unavailable;https://www.imdb.com/title/tt0383113/;['Family', 'News'];No Rating;Total Rating Count N/A;1980-09-09;
Ibyeoleobtneun achim;Description unavailable;https://www.imdb.com/title/tt0383112/;Genre Unknown;No Rating;Total Rating Count N/A;2001-03-04;
I Fought the Law;I Fought the Law is a TV series starring Billy Carter, Katherine Igoe, and Seeta Indrani. Comedy series about six lawyer friends.;https://www.imdb.com/title/tt0383111/;Comedy;No Rating;Total Rating Count N/A;2003-09-30;
Robinson ekspeditionen - Sandhedens time;Robinson ekspeditionen - Sandhedens time is a TV series starring Thomas Mygind, Janne Arusi, and Nada Bang. Documentary series following the participants from the 5th season of Robinson ekspeditionen from 2002, just after they have...;https://www.imdb.com/title/tt0383140/;Reality-TV;No Rating;Total Rating Count N/A;Unknown;
Quédate conmigo;Description unavailable;https://www.imdb.com/title/tt0383138/;Genre Unknown;No Rating;Total Rating Count N/A;2000-07-10;
Provintsialy;Provintsialy is a TV series starring Kseniya Kuznetsova, Anatoliy Pashinin, and Dillon Oloiede. Young and naive provincials Pavel and Katya arrive in Moscow hoping to find success but Moscow turn to be cold and unfriendly to them.;https://www.imdb.com/title/tt0383137/;Drama;4.7;16;Unknown;
Popstars;Description unavailable;https://www.imdb.com/title/tt0383136/;['Music', 'Reality-TV'];3.1;24;Unknown;
Piège infernal;Piège infernal is a TV mini-series starring Jean-Pierre Cassel, Patricia Tulasne, and Danielle Darrieux. Alain Gagnon, 34 ans, dirige, depuis la mort de son père, la Société Acier du Québec. A ses côtés la fidèle Agnès Mercier, la...;https://www.imdb.com/title/tt0383135/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Pethaino gia sena;Description unavailable;https://www.imdb.com/title/tt0383134/;Comedy;6.4;16;Unknown;
La pesera del amor;Description unavailable;https://www.imdb.com/title/tt0383133/;Reality-TV;No Rating;Total Rating Count N/A;2003-03-04;
Pas si bêtes;Description unavailable;https://www.imdb.com/title/tt0383132/;['Animation', 'Short'];No Rating;Total Rating Count N/A;Unknown;
The Panel;The Panel is a TV series starring Dara O Briain, Neil Delamere, and Colin Murphy. Irish talk show that was produced by Happy Endings Productions for RTÉ.;https://www.imdb.com/title/tt0383131/;Genre Unknown;8.0;131;2003-09-15;
La víspera de nuestro tiempo;Description unavailable;https://www.imdb.com/title/tt0383160/;Genre Unknown;No Rating;Total Rating Count N/A;1981-04-02;
Vovochka;Description unavailable;https://www.imdb.com/title/tt0383159/;Genre Unknown;3.8;30;Unknown;
Voetbal Inside;Voetbal Inside is a TV series starring Wilfred Genee, Johan Derksen, and René van der Gijp. Wilfred Genee and famous Dutch soccerjournalist Johan Derksen host this talkshow about Dutch and European football (soccer). Every week a...;https://www.imdb.com/title/tt0383158/;['Sport', 'Talk-Show'];7.4;59;2015-08-10;
Viviana a la medianoche;Description unavailable;https://www.imdb.com/title/tt0383157/;Talk-Show;No Rating;Total Rating Count N/A;Unknown;
A Very Modern Dictator: A Profile of Slobodan Milosevic;A Very Modern Dictator: A Profile of Slobodan Milosevic is a TV mini-series starring Slobodan Milosevic. An investigative report inside the realm, and inside the mind, of one of the most effective and brutal tyrants of the past 50...;https://www.imdb.com/title/tt0383156/;['Documentary', 'Biography', 'War'];5.3;12;Unknown;
Umpimähkä;Umpimähkä is a TV series starring Antti Korhonen, Lorenz Backman, and Pirjo Nuotio. Celebrity fathers and mothers have to give answers to questions asked by children.;https://www.imdb.com/title/tt0383155/;Game-Show;4.6;11;2003-10-10;
Le triplé gagnant;Description unavailable;https://www.imdb.com/title/tt0383154/;Genre Unknown;No Rating;Total Rating Count N/A;1989-11-02;
Touching Evil;Touching Evil is a TV series starring Jeffrey Donovan, Vera Farmiga, and Zach Grenier. Returning from a year-long psychological leave of absence after surviving a gunshot wound to the head, a detective is assigned to the F.B.I.'s...;https://www.imdb.com/title/tt0383153/;['Crime', 'Drama', 'Thriller'];8.0;1021;2004-03-12;
Top of the Pops Saturday;Top of the Pops Saturday is a TV series starring Tom Fletcher, Danny Jones, and Harry Judd. Originally part of _"Saturday Show, The" (2001)_ from November 2002 until the series ended, this spin-off music strand for Saturday mornings...;https://www.imdb.com/title/tt0383152/;Music;5.2;13;Unknown;
T.H.E.M.;Description unavailable;https://www.imdb.com/title/tt0383151/;Comedy;7.9;22;2004-06-23;
Ørnen: En krimi-odyssé;Ørnen: En krimi-odyssé is a TV series starring Jens Albinus, Marina Bouras, and Steen Stig Lommer. As more crimes and criminals cross borders, the Danish police creates an international criminal investigation team. The half...;https://www.imdb.com/title/tt0383164/;['Crime', 'Drama'];7.4;1403;2004-10-10;
Yokotai;Description unavailable;https://www.imdb.com/title/tt0383163/;Talk-Show;3.4;10;2002-02-27;
Willys Theatre Presenting Ben Hecht's Tales of the City;Willys Theatre Presenting Ben Hecht's Tales of the City is a TV series starring Ben Hecht, Robert H. Harris, and Gary Merrill. This live program consisted of adaptations of the author Ben Hecht's stories.;https://www.imdb.com/title/tt0383162/;Drama;8.0;5;1953-06-25;
We Are History;Description unavailable;https://www.imdb.com/title/tt0383161/;['Short', 'Comedy', 'History'];8.1;28;2000-04-03;
P.O.W.;P.O.W. is a TV series starring James D'Arcy, Anatole Taubman, and Ewan Stewart. Flight Sergeant James Caddon is captured when his plane is shot down on a bombing raid. He is taken to the P.O.W. camp Stalag 39, where he discovers a...;https://www.imdb.com/title/tt0383130/;Drama;8.4;140;2003-10-10;
Out in the Country;Description unavailable;https://www.imdb.com/title/tt0383129/;Music;No Rating;Total Rating Count N/A;2000-09-20;
This Is Your Life;Description unavailable;https://www.imdb.com/title/tt0383128/;['Biography', 'Reality-TV'];8.3;102;1971-01-21;
Nevozmozhnye zelyonye glaza;Description unavailable;https://www.imdb.com/title/tt0383127/;['Comedy', 'Drama'];3.3;6;Unknown;
MythBusters;MythBusters is a TV series starring Robert Lee, Jamie Hyneman, and Adam Savage. A weekly documentary in which two Hollywood special effects experts attempt to debunk urban legends by directly testing them.;https://www.imdb.com/title/tt0383126/;['Documentary', 'Mystery', 'Reality-TV'];8.3;50416;2003-01-23;
Musta laatikko;Description unavailable;https://www.imdb.com/title/tt0383125/;Talk-Show;5.6;5;Unknown;
El mundo es nuestro;Description unavailable;https://www.imdb.com/title/tt0383124/;Genre Unknown;No Rating;Total Rating Count N/A;1986-10-06;
Moottori-ilta Pasilassa;Description unavailable;https://www.imdb.com/title/tt0383123/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Make Way for Noddy;Make Way for Noddy is a TV series starring David Kaye, Sage Testini, and Michael Dobson. A small kid named noddy who has a little car, travels around his city to find new adventures;https://www.imdb.com/title/tt0383122/;['Animation', 'Family'];5.5;661;2002-09-02;
Love Story;Description unavailable;https://www.imdb.com/title/tt0383121/;['Romance', 'Drama'];6.9;9;1954-04-20;
Svederen;Description unavailable;https://www.imdb.com/title/tt0383150/;Game-Show;No Rating;Total Rating Count N/A;Unknown;
Spaß beiseite - Herbert kommt!;Description unavailable;https://www.imdb.com/title/tt0383149/;Comedy;No Rating;Total Rating Count N/A;1979-09-17;
Silvia y Enrique;Silvia y Enrique is a TV series starring Viridiana Alatriste, Enrique Guzmán, and Silvia Pinal. Sitcom of several characters;https://www.imdb.com/title/tt0383148/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Shedon pote;Description unavailable;https://www.imdb.com/title/tt0383147/;Comedy;4.1;25;2003-10-01;
¡Señoras y señores!;Description unavailable;https://www.imdb.com/title/tt0383146/;Music;6.3;6;1974-05-04;
A Scattering of Seeds;Description unavailable;https://www.imdb.com/title/tt0383145/;['Documentary', 'Biography', 'Drama', 'History'];No Rating;Total Rating Count N/A;Unknown;
Savvatogennimenes;Savvatogennimenes is a TV series starring Eleni Randou, Katiana Balanika, and Rania Schiza. Sakis Boulas plays a man who wins a great amount of money but has a car crash before he gets them. As a result, he gets amnesia and doesn't...;https://www.imdb.com/title/tt0383144/;Comedy;8.0;2123;2003-09-22;
Robinson ekspeditionen - Utopia;Robinson ekspeditionen - Utopia is a TV series starring Jakob Kjeldbjerg, Thomas Mygind, and Anja Mia Balle. Following the participants who one after the other are voted off the sixth and seventh season of the Danish 'Robinson...;https://www.imdb.com/title/tt0383143/;Reality-TV;No Rating;Total Rating Count N/A;2003-09-02;
Robinson ekspeditionen - Talkshowet;Robinson ekspeditionen - Talkshowet is a TV series starring Thomas Mygind, Tom Bach, and Jesper Christoffersen. Talk-show in which Thomas Mygind interviews the participants from the 4th season of Robinson ekspeditionen from 2001,...;https://www.imdb.com/title/tt0383142/;['Reality-TV', 'Talk-Show'];No Rating;Total Rating Count N/A;Unknown;
